Nombre,Tipo,Tiempo de ejecución (ms)
15317048785600,15317048788300,2700
15317048789400,15317048792200,2800
15317048793200,15317048795900,2700
15317048798300,15317048801000,2700
15317048802100,15317048804700,2600
15317048805800,15317048811800,6000
15317048813000,15317048815900,2900
15317048816900,15317048819800,2900
15317048820800,15317048823600,2800
15317048824900,15317048827600,2700
15317048828600,15317048831300,2700
15317048832500,15317048835500,3000
15317048836600,15317048839200,2600
15317048840300,15317048842900,2600
15317048844000,15317048847000,3000
15317048848000,15317048883800,35800
15317048894900,15317048899200,4300
15317048900400,15317048912000,11600
15317048913200,15317048916100,2900
15317048917200,15317048919800,2600
15317048920900,15317048923500,2600
15317048924700,15317048929000,4300
15317048930100,15317048932600,2500
15317048933800,15317048937000,3200
15317048938100,15317048940800,2700
15317048941900,15317048944600,2700
15317048945600,15317048948600,3000
15317048949700,15317048952300,2600
15317048954300,15317048957100,2800
15317048958200,15317048960900,2700
15317048962100,15317048964700,2600
15317048965900,15317048968700,2800
15317048969900,15317048972500,2600
15317048973700,15317048976300,2600
15317048977400,15317048980200,2800
15317048981300,15317048983800,2500
15317048985000,15317048987700,2700
15317048988900,15317048991500,2600
15317048992700,15317048995400,2700
15317048996500,15317049000000,3500
15317049001100,15317049003600,2500
15317049004700,15317049007300,2600
15317049008400,15317049011000,2600
15317049012500,15317049015200,2700
15317049016200,15317049018800,2600
15317049019900,15317049022600,2700
15317049023600,15317049026200,2600
15317049027300,15317049030000,2700
15317049031100,15317049033800,2700
15317049035300,15317049038000,2700
15317049039100,15317049042500,3400
15317049043800,15317049047100,3300
15317049048400,15317049051400,3000
15317049052700,15317049055400,2700
15317049056800,15317049060000,3200
15317049061400,15317049064500,3100
15317049065500,15317049068100,2600
15317049069100,15317049071800,2700
15317049072800,15317049076400,3600
15317049077500,15317049080100,2600
15317049081200,15317049083700,2500
15317049084800,15317049087400,2600
15317049088500,15317049091100,2600
15317049092100,15317049094600,2500
15317049095700,15317049098300,2600
15317049099400,15317049102800,3400
15317049104000,15317049106900,2900
15317049108800,15317049111400,2600
15317049112500,15317049115600,3100
15317049116700,15317049119400,2700
15317049120500,15317049123600,3100
15317049124700,15317049127300,2600
15317049128300,15317049130900,2600
15317049132000,15317049134700,2700
15317049135700,15317049138300,2600
15317049139400,15317049142000,2600
15317049143100,15317049145800,2700
15317049147800,15317049150500,2700
15317049151600,15317049154400,2800
